2024-04-20 16:47:53,138 [MainThread  ] [INFO ] Logging started with level: INFO
2024-04-20 16:51:05,660 [MainThread  ] [INFO ] Total Reward -253.1403321131526, Theta 6.246591567993164, Last State [ 6.2465916  -0.02232208]
2024-04-20 16:51:05,661 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:05,661 [MainThread  ] [INFO ] 
2024-04-20 16:51:05,661 [MainThread  ] [INFO ] Episode 170
2024-04-20 16:51:05,661 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:05,661 [MainThread  ] [INFO ] 
2024-04-20 16:51:06,853 [MainThread  ] [INFO ] Total Reward -525.9188676817143, Theta 6.22337532043457, Last State [ 6.2233753  -0.52835906]
2024-04-20 16:51:06,853 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:06,853 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:51:06,856 [MainThread  ] [INFO ] 
2024-04-20 16:51:06,856 [MainThread  ] [INFO ] Episode 171
2024-04-20 16:51:06,856 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:06,856 [MainThread  ] [INFO ] 
2024-04-20 16:51:08,069 [MainThread  ] [INFO ] Total Reward -253.2302193098326, Theta 6.250219821929932, Last State [ 6.25022    -0.24862939]
2024-04-20 16:51:08,069 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:08,069 [MainThread  ] [INFO ] 
2024-04-20 16:51:08,069 [MainThread  ] [INFO ] Episode 172
2024-04-20 16:51:08,069 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:08,069 [MainThread  ] [INFO ] 
2024-04-20 16:51:09,267 [MainThread  ] [INFO ] Total Reward -244.43830489672482, Theta 6.269491672515869, Last State [6.2694917  0.01792476]
2024-04-20 16:51:09,267 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:09,267 [MainThread  ] [INFO ] 
2024-04-20 16:51:09,267 [MainThread  ] [INFO ] Episode 173
2024-04-20 16:51:09,267 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:09,267 [MainThread  ] [INFO ] 
2024-04-20 16:51:10,456 [MainThread  ] [INFO ] Total Reward -267.6553740757194, Theta 6.264735698699951, Last State [6.2647357  0.11355622]
2024-04-20 16:51:10,456 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:10,456 [MainThread  ] [INFO ] 
2024-04-20 16:51:10,456 [MainThread  ] [INFO ] Episode 174
2024-04-20 16:51:10,456 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:10,456 [MainThread  ] [INFO ] 
2024-04-20 16:51:11,648 [MainThread  ] [INFO ] Total Reward -625.1715712469088, Theta 6.1641340255737305, Last State [ 6.164134   -0.15109845]
2024-04-20 16:51:11,648 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:11,648 [MainThread  ] [INFO ] 
2024-04-20 16:51:11,648 [MainThread  ] [INFO ] Episode 175
2024-04-20 16:51:11,648 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:11,648 [MainThread  ] [INFO ] 
2024-04-20 16:51:12,834 [MainThread  ] [INFO ] Total Reward -384.3058391546313, Theta 6.2626142501831055, Last State [ 6.2626143 -0.4455714]
2024-04-20 16:51:12,834 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:12,835 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:51:12,838 [MainThread  ] [INFO ] 
2024-04-20 16:51:12,838 [MainThread  ] [INFO ] Episode 176
2024-04-20 16:51:12,838 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:12,838 [MainThread  ] [INFO ] 
2024-04-20 16:51:14,114 [MainThread  ] [INFO ] Total Reward -267.8924962437824, Theta 6.2063140869140625, Last State [6.206314   0.36144805]
2024-04-20 16:51:14,114 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:14,114 [MainThread  ] [INFO ] 
2024-04-20 16:51:14,114 [MainThread  ] [INFO ] Episode 177
2024-04-20 16:51:14,114 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:14,114 [MainThread  ] [INFO ] 
2024-04-20 16:51:15,314 [MainThread  ] [INFO ] Total Reward -236.96883374817466, Theta 6.269718170166016, Last State [6.269718   0.48007402]
2024-04-20 16:51:15,314 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:15,314 [MainThread  ] [INFO ] 
2024-04-20 16:51:15,314 [MainThread  ] [INFO ] Episode 178
2024-04-20 16:51:15,314 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:15,314 [MainThread  ] [INFO ] 
2024-04-20 16:51:16,517 [MainThread  ] [INFO ] Total Reward -125.62980221999183, Theta 6.245420932769775, Last State [6.245421   0.04291176]
2024-04-20 16:51:16,517 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:16,518 [MainThread  ] [INFO ] 
2024-04-20 16:51:16,518 [MainThread  ] [INFO ] Episode 179
2024-04-20 16:51:16,518 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:16,518 [MainThread  ] [INFO ] 
2024-04-20 16:51:17,730 [MainThread  ] [INFO ] Total Reward -137.58541992642432, Theta 6.187450885772705, Last State [6.187451   0.24429747]
2024-04-20 16:51:17,730 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:17,730 [MainThread  ] [INFO ] 
2024-04-20 16:51:17,730 [MainThread  ] [INFO ] Episode 180
2024-04-20 16:51:17,731 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:17,731 [MainThread  ] [INFO ] 
2024-04-20 16:51:18,923 [MainThread  ] [INFO ] Total Reward -4.817035623080742, Theta 6.263197422027588, Last State [ 6.2631974  -0.15190025]
2024-04-20 16:51:18,923 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:18,923 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:51:18,926 [MainThread  ] [INFO ] 
2024-04-20 16:51:18,926 [MainThread  ] [INFO ] Episode 181
2024-04-20 16:51:18,926 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:18,926 [MainThread  ] [INFO ] 
2024-04-20 16:51:20,165 [MainThread  ] [INFO ] Total Reward -8.822070316338388, Theta 1.071089267730713, Last State [1.0710893 4.7361517]
2024-04-20 16:51:20,165 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:20,165 [MainThread  ] [INFO ] 
2024-04-20 16:51:20,165 [MainThread  ] [INFO ] Episode 182
2024-04-20 16:51:20,165 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:20,165 [MainThread  ] [INFO ] 
2024-04-20 16:51:21,352 [MainThread  ] [INFO ] Total Reward -388.3251158130997, Theta 6.133407115936279, Last State [ 6.133407   -0.07285355]
2024-04-20 16:51:21,352 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:21,352 [MainThread  ] [INFO ] 
2024-04-20 16:51:21,352 [MainThread  ] [INFO ] Episode 183
2024-04-20 16:51:21,352 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:21,352 [MainThread  ] [INFO ] 
2024-04-20 16:51:22,546 [MainThread  ] [INFO ] Total Reward -4.892587015805951, Theta 6.258882999420166, Last State [ 6.258883   -0.12343624]
2024-04-20 16:51:22,547 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:22,547 [MainThread  ] [INFO ] 
2024-04-20 16:51:22,547 [MainThread  ] [INFO ] Episode 184
2024-04-20 16:51:22,547 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:22,547 [MainThread  ] [INFO ] 
2024-04-20 16:51:23,739 [MainThread  ] [INFO ] Total Reward -130.48418051352272, Theta 0.0032634036615490913, Last State [ 0.0032634  -0.21902326]
2024-04-20 16:51:23,739 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283166885375977
2024-04-20 16:51:23,739 [MainThread  ] [INFO ] 
2024-04-20 16:51:23,739 [MainThread  ] [INFO ] Episode 185
2024-04-20 16:51:23,739 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:23,739 [MainThread  ] [INFO ] 
2024-04-20 16:51:24,937 [MainThread  ] [INFO ] Total Reward -2.2025584451850713, Theta 0.004240563604980707, Last State [0.00424056 0.26110205]
2024-04-20 16:51:24,937 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:24,937 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:51:24,940 [MainThread  ] [INFO ] 
2024-04-20 16:51:24,940 [MainThread  ] [INFO ] Episode 186
2024-04-20 16:51:24,941 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:24,941 [MainThread  ] [INFO ] 
2024-04-20 16:51:26,129 [MainThread  ] [INFO ] Total Reward -127.07258739026504, Theta 6.2824177742004395, Last State [ 6.282418   -0.17258157]
2024-04-20 16:51:26,129 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:26,129 [MainThread  ] [INFO ] 
2024-04-20 16:51:26,129 [MainThread  ] [INFO ] Episode 187
2024-04-20 16:51:26,129 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:26,129 [MainThread  ] [INFO ] 
2024-04-20 16:51:27,321 [MainThread  ] [INFO ] Total Reward -122.10816208122534, Theta 6.26580810546875, Last State [6.265808   0.11001861]
2024-04-20 16:51:27,321 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:27,321 [MainThread  ] [INFO ] 
2024-04-20 16:51:27,321 [MainThread  ] [INFO ] Episode 188
2024-04-20 16:51:27,321 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:27,321 [MainThread  ] [INFO ] 
2024-04-20 16:51:28,525 [MainThread  ] [INFO ] Total Reward -125.16769664099448, Theta 6.280459403991699, Last State [ 6.2804594  -0.16280872]
2024-04-20 16:51:28,525 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:28,526 [MainThread  ] [INFO ] 
2024-04-20 16:51:28,526 [MainThread  ] [INFO ] Episode 189
2024-04-20 16:51:28,526 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:28,526 [MainThread  ] [INFO ] 
2024-04-20 16:51:29,734 [MainThread  ] [INFO ] Total Reward -133.80510114227178, Theta 6.280186176300049, Last State [6.280186   0.09856859]
2024-04-20 16:51:29,734 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:29,734 [MainThread  ] [INFO ] 
2024-04-20 16:51:29,734 [MainThread  ] [INFO ] Episode 190
2024-04-20 16:51:29,734 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:29,734 [MainThread  ] [INFO ] 
2024-04-20 16:51:30,925 [MainThread  ] [INFO ] Total Reward -124.20133797277424, Theta 6.0925703048706055, Last State [ 6.0925703  -0.01810763]
2024-04-20 16:51:30,925 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:30,925 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:51:30,929 [MainThread  ] [INFO ] 
2024-04-20 16:51:30,929 [MainThread  ] [INFO ] Episode 191
2024-04-20 16:51:30,929 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:30,929 [MainThread  ] [INFO ] 
2024-04-20 16:51:32,123 [MainThread  ] [INFO ] Total Reward -384.48665131203586, Theta 6.120344638824463, Last State [ 6.1203446  -0.22276981]
2024-04-20 16:51:32,123 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:32,123 [MainThread  ] [INFO ] 
2024-04-20 16:51:32,123 [MainThread  ] [INFO ] Episode 192
2024-04-20 16:51:32,123 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:32,123 [MainThread  ] [INFO ] 
2024-04-20 16:51:33,309 [MainThread  ] [INFO ] Total Reward -3.8119116908509567, Theta 6.1778483390808105, Last State [6.1778483  0.28679258]
2024-04-20 16:51:33,309 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:33,309 [MainThread  ] [INFO ] 
2024-04-20 16:51:33,309 [MainThread  ] [INFO ] Episode 193
2024-04-20 16:51:33,309 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:33,309 [MainThread  ] [INFO ] 
2024-04-20 16:51:34,528 [MainThread  ] [INFO ] Total Reward -2.5122174946559612, Theta 6.145904541015625, Last State [ 6.1459045  -0.01516542]
2024-04-20 16:51:34,528 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:34,528 [MainThread  ] [INFO ] 
2024-04-20 16:51:34,528 [MainThread  ] [INFO ] Episode 194
2024-04-20 16:51:34,528 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:34,529 [MainThread  ] [INFO ] 
2024-04-20 16:51:35,728 [MainThread  ] [INFO ] Total Reward -254.8906976255937, Theta 5.9898457527160645, Last State [ 5.9898458  -0.25077197]
2024-04-20 16:51:35,728 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:35,728 [MainThread  ] [INFO ] 
2024-04-20 16:51:35,728 [MainThread  ] [INFO ] Episode 195
2024-04-20 16:51:35,728 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:35,728 [MainThread  ] [INFO ] 
2024-04-20 16:51:36,905 [MainThread  ] [INFO ] Total Reward -120.41517844128205, Theta 6.280705451965332, Last State [6.2807055  0.07337474]
2024-04-20 16:51:36,905 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:36,905 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:51:36,908 [MainThread  ] [INFO ] 
2024-04-20 16:51:36,908 [MainThread  ] [INFO ] Episode 196
2024-04-20 16:51:36,908 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:36,908 [MainThread  ] [INFO ] 
2024-04-20 16:51:38,185 [MainThread  ] [INFO ] Total Reward -122.09469730644038, Theta 6.166601657867432, Last State [6.1666017  0.05412522]
2024-04-20 16:51:38,186 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:38,186 [MainThread  ] [INFO ] 
2024-04-20 16:51:38,186 [MainThread  ] [INFO ] Episode 197
2024-04-20 16:51:38,186 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:38,186 [MainThread  ] [INFO ] 
2024-04-20 16:51:39,434 [MainThread  ] [INFO ] Total Reward -131.74060568617492, Theta 6.088503837585449, Last State [ 6.088504   -0.12573323]
2024-04-20 16:51:39,435 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:39,435 [MainThread  ] [INFO ] 
2024-04-20 16:51:39,435 [MainThread  ] [INFO ] Episode 198
2024-04-20 16:51:39,435 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:39,435 [MainThread  ] [INFO ] 
2024-04-20 16:51:40,608 [MainThread  ] [INFO ] Total Reward -127.22139766013362, Theta 6.265548229217529, Last State [6.265548   0.18253836]
2024-04-20 16:51:40,608 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:40,608 [MainThread  ] [INFO ] 
2024-04-20 16:51:40,609 [MainThread  ] [INFO ] Episode 199
2024-04-20 16:51:40,609 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:40,609 [MainThread  ] [INFO ] 
2024-04-20 16:51:41,802 [MainThread  ] [INFO ] Total Reward -122.73196302452072, Theta 6.260609149932861, Last State [ 6.260609   -0.51316565]
2024-04-20 16:51:41,802 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:41,802 [MainThread  ] [INFO ] 
2024-04-20 16:51:41,802 [MainThread  ] [INFO ] Episode 200
2024-04-20 16:51:41,802 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:41,802 [MainThread  ] [INFO ] 
2024-04-20 16:51:43,019 [MainThread  ] [INFO ] Total Reward -127.63774908564777, Theta 6.25337028503418, Last State [ 6.2533703  -0.22566171]
2024-04-20 16:51:43,019 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:43,020 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:51:43,023 [MainThread  ] [INFO ] 
2024-04-20 16:51:43,023 [MainThread  ] [INFO ] Episode 201
2024-04-20 16:51:43,023 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:43,023 [MainThread  ] [INFO ] 
2024-04-20 16:51:44,248 [MainThread  ] [INFO ] Total Reward -123.9471852227467, Theta 6.269026756286621, Last State [6.2690268 0.5612569]
2024-04-20 16:51:44,249 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:44,249 [MainThread  ] [INFO ] 
2024-04-20 16:51:44,249 [MainThread  ] [INFO ] Episode 202
2024-04-20 16:51:44,249 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:44,249 [MainThread  ] [INFO ] 
2024-04-20 16:51:45,454 [MainThread  ] [INFO ] Total Reward -4.178513583662445, Theta 6.143813133239746, Last State [ 6.143813   -0.22930503]
2024-04-20 16:51:45,454 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:45,454 [MainThread  ] [INFO ] 
2024-04-20 16:51:45,454 [MainThread  ] [INFO ] Episode 203
2024-04-20 16:51:45,454 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:45,454 [MainThread  ] [INFO ] 
2024-04-20 16:51:46,698 [MainThread  ] [INFO ] Total Reward -340.3299926807444, Theta 0.01104640867561102, Last State [0.01104641 0.05879083]
2024-04-20 16:51:46,698 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:46,698 [MainThread  ] [INFO ] 
2024-04-20 16:51:46,698 [MainThread  ] [INFO ] Episode 204
2024-04-20 16:51:46,698 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:46,698 [MainThread  ] [INFO ] 
2024-04-20 16:51:47,928 [MainThread  ] [INFO ] Total Reward -125.74899404914088, Theta 6.272970676422119, Last State [ 6.2729707  -0.34028825]
2024-04-20 16:51:47,928 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:47,928 [MainThread  ] [INFO ] 
2024-04-20 16:51:47,928 [MainThread  ] [INFO ] Episode 205
2024-04-20 16:51:47,928 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:47,928 [MainThread  ] [INFO ] 
2024-04-20 16:51:49,128 [MainThread  ] [INFO ] Total Reward -135.86316709109357, Theta 0.02159619890153408, Last State [0.0215962 0.5119436]
2024-04-20 16:51:49,129 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:49,129 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:51:49,132 [MainThread  ] [INFO ] 
2024-04-20 16:51:49,132 [MainThread  ] [INFO ] Episode 206
2024-04-20 16:51:49,132 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:49,132 [MainThread  ] [INFO ] 
2024-04-20 16:51:50,337 [MainThread  ] [INFO ] Total Reward -135.5873030522104, Theta 0.005870133172720671, Last State [0.00587013 0.28416497]
2024-04-20 16:51:50,337 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:50,337 [MainThread  ] [INFO ] 
2024-04-20 16:51:50,337 [MainThread  ] [INFO ] Episode 207
2024-04-20 16:51:50,337 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:50,337 [MainThread  ] [INFO ] 
2024-04-20 16:51:51,539 [MainThread  ] [INFO ] Total Reward -355.7306827784757, Theta 6.233058452606201, Last State [ 6.2330585  -0.18915138]
2024-04-20 16:51:51,539 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:51,539 [MainThread  ] [INFO ] 
2024-04-20 16:51:51,539 [MainThread  ] [INFO ] Episode 208
2024-04-20 16:51:51,539 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:51,539 [MainThread  ] [INFO ] 
2024-04-20 16:51:52,784 [MainThread  ] [INFO ] Total Reward -276.42585173628436, Theta 6.261020183563232, Last State [ 6.26102   -0.4930064]
2024-04-20 16:51:52,784 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:52,785 [MainThread  ] [INFO ] 
2024-04-20 16:51:52,785 [MainThread  ] [INFO ] Episode 209
2024-04-20 16:51:52,785 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:52,785 [MainThread  ] [INFO ] 
2024-04-20 16:51:53,991 [MainThread  ] [INFO ] Total Reward -3.0647370658849966, Theta 6.2549214363098145, Last State [6.2549214  0.23923755]
2024-04-20 16:51:53,991 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:53,991 [MainThread  ] [INFO ] 
2024-04-20 16:51:53,991 [MainThread  ] [INFO ] Episode 210
2024-04-20 16:51:53,991 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:53,991 [MainThread  ] [INFO ] 
2024-04-20 16:51:55,213 [MainThread  ] [INFO ] Total Reward -240.07276032378724, Theta 0.014893223531544209, Last State [0.01489322 0.02521578]
2024-04-20 16:51:55,213 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:55,213 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:51:55,216 [MainThread  ] [INFO ] 
2024-04-20 16:51:55,216 [MainThread  ] [INFO ] Episode 211
2024-04-20 16:51:55,216 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:55,216 [MainThread  ] [INFO ] 
2024-04-20 16:51:56,422 [MainThread  ] [INFO ] Total Reward -276.57857929162907, Theta 0.021988295018672943, Last State [ 0.0219883  -0.02651707]
2024-04-20 16:51:56,422 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:56,422 [MainThread  ] [INFO ] 
2024-04-20 16:51:56,422 [MainThread  ] [INFO ] Episode 212
2024-04-20 16:51:56,422 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:56,422 [MainThread  ] [INFO ] 
2024-04-20 16:51:57,615 [MainThread  ] [INFO ] Total Reward -2.6008215353035444, Theta 6.277475357055664, Last State [ 6.2774754  -0.42805514]
2024-04-20 16:51:57,615 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:57,615 [MainThread  ] [INFO ] 
2024-04-20 16:51:57,615 [MainThread  ] [INFO ] Episode 213
2024-04-20 16:51:57,615 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:57,615 [MainThread  ] [INFO ] 
2024-04-20 16:51:58,856 [MainThread  ] [INFO ] Total Reward -124.5900511432635, Theta 6.26069974899292, Last State [ 6.2606997  -0.10445231]
2024-04-20 16:51:58,856 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:51:58,856 [MainThread  ] [INFO ] 
2024-04-20 16:51:58,856 [MainThread  ] [INFO ] Episode 214
2024-04-20 16:51:58,856 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:51:58,856 [MainThread  ] [INFO ] 
2024-04-20 16:52:00,070 [MainThread  ] [INFO ] Total Reward -3.106425641236802, Theta 6.278139591217041, Last State [ 6.2781396  -0.06124118]
2024-04-20 16:52:00,070 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:52:00,070 [MainThread  ] [INFO ] 
2024-04-20 16:52:00,070 [MainThread  ] [INFO ] Episode 215
2024-04-20 16:52:00,071 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:52:00,071 [MainThread  ] [INFO ] 
2024-04-20 16:52:01,261 [MainThread  ] [INFO ] Total Reward -252.56619877322603, Theta 0.025584165006875992, Last State [0.02558417 0.6474628 ]
2024-04-20 16:52:01,261 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:52:01,261 [MainThread  ] [INFO ] Now we save the model
2024-04-20 16:52:01,265 [MainThread  ] [INFO ] 
2024-04-20 16:52:01,265 [MainThread  ] [INFO ] Episode 216
2024-04-20 16:52:01,265 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:52:01,265 [MainThread  ] [INFO ] 
2024-04-20 16:52:02,486 [MainThread  ] [INFO ] Total Reward -123.76452607304442, Theta 6.280207633972168, Last State [ 6.2802076  -0.14526881]
2024-04-20 16:52:02,486 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:52:02,486 [MainThread  ] [INFO ] 
2024-04-20 16:52:02,486 [MainThread  ] [INFO ] Episode 217
2024-04-20 16:52:02,486 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:52:02,486 [MainThread  ] [INFO ] 
2024-04-20 16:52:03,692 [MainThread  ] [INFO ] Total Reward -130.36166667147498, Theta 0.0012068443465977907, Last State [0.00120684 0.37392357]
2024-04-20 16:52:03,692 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:52:03,692 [MainThread  ] [INFO ] 
2024-04-20 16:52:03,692 [MainThread  ] [INFO ] Episode 218
2024-04-20 16:52:03,692 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:52:03,692 [MainThread  ] [INFO ] 
2024-04-20 16:52:04,907 [MainThread  ] [INFO ] Total Reward -131.02019581074416, Theta 6.282505035400391, Last State [ 6.282505   -0.11478715]
2024-04-20 16:52:04,907 [MainThread  ] [INFO ] Best Total Reward -1.9127280702527771, Best Theta 6.283177852630615
2024-04-20 16:52:04,907 [MainThread  ] [INFO ] 
2024-04-20 16:52:04,907 [MainThread  ] [INFO ] Episode 219
2024-04-20 16:52:04,907 [MainThread  ] [INFO ] Replay Buffer 10000
2024-04-20 16:52:04,907 [MainThread  ] [INFO ] 
